World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
15,UnitedStates,Stanford University,186.9,29.9,90.5,70.2,52.6,NA
16,UnitedStates,The University of Texas at Austin,186.8,36.1,80.5,50.2,60.2,NA
17,Canada,University of Toronto,184.1,28.4,98.5,73.9,42.5,NA
18,Italy,University of Naples Federico II,184,33,99.7,61.2,39,NA
19,UnitedKingdom,University of Cambridge,183.4,24.7,83.3,80.3,59.4,NA
20,Italy,Sapienza University of Rome,181.8,40.6,83.7,53.4,46.8,NA
21,SouthKorea,Korea Advanced Institute of Science and Technology,180.5,47.1,65.1,44.5,59.4,NA
22,UnitedStates,University of Illinois at Urbana-Champaign,176.5,29.3,80.5,44.8,57.7,NA
23,UnitedKingdom,University of Southampton,174.8,28.6,79.4,80.9,50.7,NA
24,Germany,Technical University Munich,174.6,32.8,74.6,87,49.8,NA
25,Israel,Technion-Israel Institute of Technology,174.5,40.4,68,72.1,51.6,NA
26,UnitedStates,Pennsylvania State University - University Park,172.2,39.7,62.5,41.1,61.7,NA
27,UnitedStates,Virginia Polytechnic Institute and State University,171.1,34.1,64.9,63.6,59.4,NA
28,UnitedStates,The Ohio State University - Columbus,170.1,25.7,77.3,46.1,57.7,NA
29,UnitedStates,University of Colorado at Boulder,169.6,40.2,66.2,57.4,51.6,NA
30,Japan,The University of Tokyo,165.9,31.1,67,45.9,58.6,NA
31,Canada,McGill University,165.6,28.2,88.4,83.2,32.4,NA
32,Singapore,Nanyang Technological University,163.1,30.9,82.9,100,29.3,NA
33,UnitedStates,University of Florida,161.5,32.6,78.3,40.2,42.5,NA
34,Australia,The University of New South Wales,160.8,25.7,70.1,91,46.8,NA
35,UnitedKingdom,Imperial College London,160.7,23.8,73.2,84.9,46.8,NA
36,Italy,Polytechnic University of Turin,160.2,34.6,71.4,69.7,40.2,NA
37,UnitedKingdom,University of Bristol,159.6,29.3,74.8,88.6,37.8,NA
38,Canada,York University,157,23.8,100,81.6,16.9,NA
39,UnitedKingdom,University of Surrey,156.7,25.5,77.6,72.7,39,NA
40,Italy,Polytechnic Institute of Milan,156.6,35,73.7,77.5,32.4,NA
41,UnitedKingdom,Cranfield University,154.3,43.5,57.9,75.6,37.8,NA
42,China,Xi'an Jiaotong University,154.1,29.1,66,60.8,46.8,NA
43,China,Dalian University of Technology,153.2,26.2,91,33.8,29.3,NA
44,UnitedStates,Texas A&M University,151.3,32.8,59.3,61.6,46.8,NA
45,UnitedStates,Johns Hopkins University,149.6,27.4,84.2,43.4,29.3,NA
46,China,Shanghai Jiao Tong University,147.9,38.6,64.3,49.2,35.2,NA
47,UnitedKingdom,University of Strathclyde,147,29.1,73.4,75.7,29.3,NA
48,UnitedStates,University of Arizona,145.9,23.3,80.5,56.3,30.9,NA
49,India,Indian Institute of Science,145.6,29.7,70.5,44.3,36.5,NA
49,SouthKorea,Seoul National University,145.6,35.5,57.8,48.6,42.5,NA
marine-ocean-engineering,2019,,,,,,,
1,China,Shanghai Jiao Tong University,282.8,100,69.7,65.8,100,NA
2,Norway,Norwegian University of Science and Technology - NTNU,250.1,79.9,72.8,65.3,84.3,NA
3,China,Dalian University of Technology,242.3,81.9,62.8,59.1,85.8,NA
4,China,Harbin Engineering University,232.1,72.4,71.2,53.7,77.8,NA
5,Portugal,University of Lisbon,221.8,67.5,78.1,66.9,62.8,NA
6,China,Tianjin University,218.9,57.4,66.8,51.9,84.3,NA
7,Australia,The University of Western Australia,218.3,50.6,73.3,83.3,77.8,NA
8,UnitedKingdom,Plymouth University,192.4,39.5,98.6,90.3,36.3,NA
9,China,Hohai University,191.3,60.5,64.9,73.1,51.3,NA
10,China,Zhejiang University,188.5,67,61.7,55.7,48.7,NA
11,Singapore,National University of Singapore,184.6,51.3,69.6,89.3,45.9,NA
12,UnitedKingdom,University of Strathclyde,184.1,52,80.4,76.9,36.3,NA
13,Australia,Griffith University,182.9,35.3,87.9,100,39.7,NA
14,Netherlands,Delft University of Technology,178.9,56.7,78.7,76.7,28.1,NA
15,UnitedKingdom,University College London,176.7,49.1,77.6,87.9,32.4,NA
16,China,Ocean University of China,176.4,52,63,63.6,48.7,NA
17,Brazil,Federal University of Rio de Janeiro,175.5,40.4,64.1,73.7,56.2,NA
17,SouthKorea,Seoul National University,175.5,62.1,58.1,47.2,45.9,NA
19,China,China University of Petroleum - Beijing,175.4,40.7,64.5,58.2,58.5,NA
20,Italy,University of Genoa,174.9,39.5,75.7,55.1,48.7,NA
21,Singapore,Nanyang Technological University,171.9,43.6,70.2,91.7,39.7,NA
22,UnitedKingdom,Newcastle University,171.4,44.2,66.1,91.4,42.9,NA
23,Spain,University of Cantabria,166,35.3,100,72.4,16.2,NA
24,UnitedKingdom,University of Southampton,164.3,44.2,71.5,80.8,32.4,NA
25,UnitedStates,University of Michigan-Ann Arbor,164.1,46.6,68.3,65,36.3,NA
26,China,Jiangsu University of Science & Technology,163.8,36.6,72.3,75.8,39.7,NA
27,Denmark,Technical University of Denmark,162.8,47.4,73,71.7,28.1,NA
28,Australia,University of Tasmania,162,45.8,61,77,39.7,NA
29,Greece,National Technical University of Athens,161.8,42.5,65,57.3,42.9,NA
30,SouthKorea,Pusan National University,158.8,59.7,67.4,77.4,16.2,NA
31,China,Huazhong University of Science and Technology,157.7,36.6,94.1,53.6,16.2,NA
31,UnitedStates,Texas A&M University,157.7,40.4,71.1,68.6,32.4,NA
33,China,Dalian Maritime University,152.1,39.8,73.2,33.5,32.4,NA
34,Turkey,Istanbul Technical University,150,44.2,64.7,65.2,28.1,NA
35,China,Wuhan University of Technology,149.8,42.5,68.7,77.9,22.9,NA
36,Japan,The University of Tokyo,148.3,44.4,62.6,65.9,28.1,NA
37,India,Indian Institute of Technology Madras,146.5,38.6,57.6,52.8,39.7,NA
38,Iran,Amirkabir University of Technology,145.9,39.8,61.2,43.2,36.3,NA
39,China,Tongji University,144.5,36.3,61.1,73.5,32.4,NA
40,Turkey,Yildiz Technical University,144.1,38.9,55,52.4,39.7,NA
41,UnitedStates,University of Delaware,143.9,35.6,75.6,82.3,16.2,NA
42,Japan,Osaka University,142.9,39.2,66,73.5,22.9,NA
43,Australia,The University of New South Wales,139.3,35.6,86.9,83.7,0,NA
44,UnitedStates,Massachusetts Institute of Technology (MIT),137.1,37.3,68.1,77.2,16.2,NA
45,Canada,Memorial University of Newfoundland,135.7,36,59.2,62.4,28.1,NA
46,China,Wuhan University,132.7,36.6,66.5,66.4,16.2,NA
47,UnitedStates,"University of California, San Diego",130.1,41.6,77.1,57,0,NA
48,Sweden,Chalmers University of Technology,127.8,35.3,56.2,67.3,22.9,NA
48,UnitedStates,Colorado State University,127.8,35.6,79.2,64.8,0,NA
50,Poland,Gdansk University of Technology,124.5,55.2,66.5,13.9,0,NA
transportation-science-technology,2019,,,,,,,
1,China,Beijing Jiaotong University,290.4,95.4,79.8,76.2,100,NA
2,China,Tsinghua University,282.1,85.2,83.5,76.9,98.1,NA
3,Netherlands,Delft University of Technology,272.2,100,70.7,71.6,87.1,NA
4,China,Southeast University,265.5,84.4,78.7,78.3,86.7,NA
5,Australia,University of Sydney,239.1,76.7,71.6,72.4,76.3,NA
6,China,Tongji University,238.1,83.8,66.7,78,72,NA
7,UnitedStates,Massachusetts Institute of Technology (MIT),235,71,78.5,77.8,69.9,NA
8,Canada,University of British Columbia,232.7,68.3,79.5,79.3,69.1,NA
9,UnitedStates,"University of California, Berkeley",232.5,76.6,68.8,69.1,73.3,NA
10,China,Shanghai Jiao Tong University,232.2,71,72.1,70.3,75,NA
11,Canada,University of Waterloo,230.8,62.5,82.6,82.3,69.1,NA
12,UnitedKingdom,University of Leeds,229.6,72.7,74.9,72.6,67.5,NA
13,Singapore,National University of Singapore,226.4,61.1,82.7,83.8,65.8,NA
14,Singapore,Nanyang Technological University,226.1,60.2,79.5,83.2,69.7,NA
15,China,Beihang University,225.4,54.6,98.2,66.7,59.3,NA
16,UnitedKingdom,University of Southampton,220.9,60.4,74.2,76.7,71,NA
17,Sweden,KTH Royal Institute of Technology,219.2,65.8,74.1,75.9,64.1,NA
18,China-HongKong,The Hong Kong University of Science and Technology,219.1,50.3,83.9,79.2,69.1,NA
19,China-HongKong,The Hong Kong Polytechnic University,218.2,68.3,70.8,79.5,63.2,NA
20,China,Beijing University of Posts and Telecommunications,215,41.6,96,82.8,60.9,NA
21,UnitedStates,University of Michigan-Ann Arbor,214.3,68.1,76,62.2,57.7,NA
21,China,Xidian University,214.3,46.3,86,72.1,67.5,NA
23,China,Zhejiang University,211.3,52.7,80.3,84.2,61.5,NA
24,UnitedStates,Georgia Institute of Technology,210,62.9,66.6,66,67.2,NA
25,Canada,McGill University,209.5,61.9,77.1,67.5,57.1,NA
26,UnitedStates,The University of Texas at Austin,209.1,62.5,76.9,64.4,56.8,NA
27,China,Southwest Jiaotong University,207.1,59.3,78,75.3,54.8,NA
28,UnitedStates,"University of Maryland, College Park",207,69.8,64,59.8,61.2,NA
29,UnitedStates,Purdue University - West Lafayette,205.8,70.2,64.9,52.2,60.2,NA
30,UnitedKingdom,University College London,204,66,68.7,67.2,55.8,NA
31,Switzerland,Swiss Federal Institute of Technology Lausanne,203.2,42.4,95.5,83,48.7,NA
32,Sweden,Chalmers University of Technology,202.7,60.9,75.2,69.2,52.7,NA
33,Canada,University of Montreal,202.6,53,76.9,74.7,57.7,NA
34,China,Huazhong University of Science and Technology,202.4,43.9,86.1,82.9,55.8,NA
35,Australia,Monash University,200.9,74.8,67.1,69.1,45.1,NA
36,Denmark,Technical University of Denmark,200,54.7,78.7,72.8,52,NA
37,China-HongKong,The University of Hong Kong,198.1,55.8,78.3,61.7,51.6,NA
37,China,University of Electronic Science and Technology of China,198.1,37.6,89.6,87.4,53.4,NA
39,UnitedStates,Arizona State University,196.6,56.1,75.3,62.8,52.7,NA
40,China,Peking University,196.2,37.6,100,73.7,43.9,NA
41,Australia,Queensland University of Technology,194.7,67.8,73.8,66.4,39.9,NA
42,China,Dalian University of Technology,194.6,47.7,84.1,70.5,48.7,NA
42,Canada,University of Toronto,194.6,65,66.4,59.9,51.3,NA
44,UnitedKingdom,Lancaster University,194,36.9,100,79.2,41.3,NA
45,UnitedStates,Virginia Polytechnic Institute and State University,190.2,71.5,59,49.6,49.8,NA
46,China,Harbin Institute of Technology,187.7,48.6,78.7,78.3,44.7,NA
47,UnitedKingdom,Imperial College London,187.6,53,67.7,78,51.3,NA
48,Australia,The University of New South Wales,187.4,62.8,62.5,65.2,49.1,NA
49,UnitedStates,Pennsylvania State University - University Park,186.7,52.9,77.3,63.2,43.9,NA
49,UnitedStates,"University of Minnesota, Twin Cities",186.7,59.1,65.4,56.1,50.9,NA
51-75,China,Beijing Institute of Technology,null,43,79.9,74.6,47.1,NA
51-75,Canada,Carleton University,null,36,87.2,83.6,43.9,NA
51-75,China,Central South University,null,44.1,94.2,67.6,31.6,NA
51-75,China,Chongqing University,null,29.7,95.9,79.6,34.4,NA
51-75,China-HongKong,City University of Hong Kong,null,41.6,75.7,62.7,49.4,NA
51-75,Netherlands,Eindhoven University of Technology,null,52.9,68.6,59.6,50.6,NA
51-75,SaudiArabia,King Abdulaziz University,null,32.9,84.2,100,43.9,NA
51-75,SouthKorea,Korea Advanced Institute of Science and Technology,null,51.3,60.9,50.2,56.4,NA
51-75,China-Taiwan,National Cheng Kung University,null,46.1,69.5,63.4,52.4,NA
51-75,China,National University of Defense Technology,null,33.9,86.3,67.5,47.5,NA
51-75,Spain,Polytechnic University of Catalonia,null,39.8,75,69.7,49.1,NA
51-75,China,Shenzhen University,null,29.7,93.5,73.1,39.4,NA
51-75,China,Sun Yat-sen University,null,37.4,88.1,64.2,44.7,NA
51-75,Switzerland,Swiss Federal Institute of Technology Zurich,null,50.6,71.7,78.3,47.9,NA
51-75,UnitedStates,Texas A&M University,null,71.9,51,49.6,43.5,NA
51-75,Australia,The Australian National University,null,32.4,95.8,79.5,38,NA
51-75,UnitedStates,The Ohio State University - Columbus,null,52.9,73.9,58.1,47.1,NA
51-75,UnitedStates,"University of California, Davis",null,58,64.2,62.4,49.8,NA
51-75,UnitedStates,University of Central Florida,null,50.9,87.5,64.5,33.9,NA
51-75,UnitedStates,University of Florida,null,52.7,68,69.1,50.2,NA
51-75,UnitedStates,University of Illinois at Urbana-Champaign,null,61.6,59.3,56.3,48.3,NA
51-75,UnitedKingdom,University of Oxford,null,43.4,86.9,78.8,39.4,NA
51-75,UnitedStates,University of Southern California,null,37.8,84.2,67.2,42.2,NA
51-75,UnitedStates,University of Washington,null,54.4,73.3,72.8,39.9,NA
51-75,Netherlands,Utrecht University,null,36.3,91.2,79,32.8,NA
76-100,Finland,Aalto University,null,37.4,77.4,80.6,42.6,NA
76-100,UnitedStates,Carnegie Mellon University,null,32.9,89.4,60.9,38.5,NA
76-100,China,Dalian Maritime University,null,38.9,79.8,63.5,36,NA
76-100,Belgium,Ghent University,null,39.5,80.8,72.4,31.6,NA
76-100,Canada,McMaster University,null,41.6,80.3,66.6,40.4,NA
76-100,Greece,National Technical University of Athens,null,51.3,68.6,62,38.5,NA
76-100,UnitedStates,New Jersey Institute of Technology,null,34.9,81.5,85.6,41.3,NA
76-100,UnitedStates,Northwestern University,null,46.5,72.1,53.9,44.7,NA
76-100,Norway,Norwegian University of Science and Technology - NTNU,null,43.7,76.7,66.8,39,NA
76-100,Spain,Polytechnic University of Madrid,null,48.8,67.3,64.1,43.9,NA
76-100,Canada,Ryerson University,null,42.6,67.8,69.3,42.2,NA
76-100,China,South China University of Technology,null,35.1,83.2,65.2,33.9,NA
76-100,Israel,Technion-Israel Institute of Technology,null,44.9,75.5,77.3,38.5,NA
76-100,UnitedStates,"University at Buffalo, the State University of New York",null,40.8,78.1,53.2,42.2,NA
76-100,Italy,University of Bologna,null,32.1,86.8,73.6,33.9,NA
76-100,UnitedStates,"University of California, Irvine",null,45.1,60.8,60.8,52,NA
76-100,Canada,University of Manitoba,null,37.6,82.8,67.6,31.6,NA
76-100,Canada,University of Quebec Montreal,null,30.3,78.4,82.8,39.9,NA
76-100,China,University of Science and Technology of China,null,33.9,80.5,69.7,45.9,NA
76-100,UnitedStates,University of South Florida,null,42.2,81.5,57.7,38.5,NA
76-100,UnitedKingdom,University of Surrey,null,36,78.2,79.5,44.7,NA
76-100,UnitedStates,University of Tennessee - Knoxville,null,46.9,72,69.6,34.4,NA
76-100,UnitedStates,University of Wisconsin - Madison,null,58.1,60.8,61.8,36,NA
76-100,Australia,University of Wollongong,null,32.1,83.8,82.2,33.3,NA
76-100,Netherlands,VU University Amsterdam,null,42,70.5,77.7,46.3,NA
76-100,China,Wuhan University,null,35.8,81.6,80,36,NA
101-150,Denmark,Aalborg University,null,31.6,76.2,71.2,27.9,NA
101-150,Greece,Aristotle University of Thessaloniki,null,35.8,72.5,61.7,30.4,NA
101-150,Chile,Catholic University of Chile,null,43.7,54.5,73.3,37.5,NA
101-150,UnitedStates,Clemson University,null,44.1,68,42.3,38,NA
101-150,Canada,Concordia University,null,38.7,60.9,75.6,41.7,NA
101-150,UnitedStates,Cornell University,null,34.1,69,62.4,39,NA
101-150,UnitedKingdom,Cranfield University,null,40.8,76.2,82.6,27.9,NA
101-150,Netherlands,Erasmus University Rotterdam,null,36.7,74.8,72,39,NA
101-150,Australia,Griffith University,null,39.8,77.7,73.5,25.1,NA
101-150,SouthKorea,Hanyang University,null,53.2,55,49.7,42.6,NA
101-150,China,Hefei University of Technology,null,29.7,79.7,70.3,27.9,NA
101-150,Germany,Karlsruhe Institute of Technology (KIT),null,31.9,77.5,61.5,27.9,NA
101-150,SouthKorea,Korea University,null,31.6,69.7,56.1,39,NA
101-150,Belgium,KU Leuven,null,34.6,68.6,77.3,38.5,NA
101-150,UnitedKingdom,Loughborough University,null,48.8,70.2,61.1,31.6,NA
101-150,Sweden,Lund University,null,35.1,72.6,63,29.2,NA
101-150,China,Nanjing University of Aeronautics and Astronautics,null,31.9,70.5,73,35.5,NA
101-150,China-Taiwan,National Chiao Tung University,null,43.7,58.3,45.8,50.2,NA
101-150,China-Taiwan,National Taiwan University,null,42.2,58.9,57.7,51.3,NA
101-150,UnitedKingdom,Newcastle University,null,40.4,69.9,72.4,38.5,NA
101-150,UnitedStates,Old Dominion University,null,43,67.6,63,39.9,NA
101-150,Qatar,Qatar University,null,29.7,65.1,97.4,36,NA
101-150,UnitedStates,Rensselaer Polytechnic Institute,null,40,60.3,69.3,37,NA
101-150,Italy,Roma Tre University,null,30.3,91.8,55.2,27.9,NA
101-150,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,53,58.3,60,38,NA
101-150,Italy,Sapienza University of Rome,null,37.8,67.9,75.7,32.8,NA
101-150,SouthKorea,Seoul National University,null,48.4,58.8,41.4,44.7,NA
101-150,China,Shanghai Maritime University,null,37.8,72.5,85.5,35,NA
101-150,UnitedStates,Stanford University,null,31.9,70.8,65.5,37.5,NA
101-150,Germany,Technical University Munich,null,36.7,68.7,71,35,NA
101-150,UnitedKingdom,The University of Edinburgh,null,29.1,81.1,81.1,32.2,NA
101-150,France,The University of Lille,null,29.1,70.9,60.8,36,NA
101-150,Australia,The University of Melbourne,null,43.4,73.2,66,34.4,NA
101-150,Australia,The University of Queensland,null,47.9,66.4,68.1,31.6,NA
101-150,China,Tianjin University,null,33.9,74.5,57.8,35,NA
101-150,Canada,University of Alberta,null,43.2,62.2,68.4,36,NA
101-150,Belgium,University of Antwerp,null,38.5,67,73.6,29.2,NA
101-150,UnitedStates,University of Arizona,null,38,72.4,68.6,32.2,NA
101-150,UnitedStates,"University of California, Los Angeles",null,36.3,64.6,59.9,35.5,NA
101-150,UnitedKingdom,University of Cambridge,null,39.1,73.3,66.7,31.6,NA
101-150,Chile,University of Chile,null,35.1,71.9,78.1,40.4,NA
101-150,Portugal,University of Coimbra,null,33.4,70.5,74,33.3,NA
101-150,Portugal,University of Lisbon,null,52.2,61.3,63,35.5,NA
101-150,Italy,University of Naples Federico II,null,38.9,80.7,51.5,35,NA
101-150,Australia,University of South Australia,null,32.4,78,63.2,29.2,NA
101-150,Iran,University of Tehran,null,31.6,79.4,71.2,32.8,NA
101-150,UnitedKingdom,University of the West of England,null,32.6,76.9,60,27.9,NA
101-150,UnitedStates,University of Virginia,null,44.9,62.1,51,31,NA
101-150,UnitedStates,Utah State University,null,32.6,76,83.9,34.4,NA
101-150,China,Xi'an Jiaotong University,null,30.3,83.9,51.7,36.5,NA
151-200,SouthKorea,Ajou University,null,34.1,61,77.4,21.9,NA
151-200,UnitedStates,Auburn University,null,34.1,69.5,38.7,20.2,NA
151-200,China,Beijing University of Technology,null,33.4,60.8,80.1,23.6,NA
151-200,UnitedKingdom,Cardiff University,null,30.3,69.5,69,25.1,NA
151-200,SouthKorea,Chung-Ang University,null,32.9,61.2,77.3,31,NA
151-200,UnitedStates,Columbia University,null,31.6,71.5,71.2,28.5,NA
151-200,Australia,Curtin University,null,31.9,64.3,74.2,27.2,NA
151-200,UnitedStates,George Mason University,null,31.3,66.6,48.1,25.8,NA
151-200,Belgium,Hasselt University,null,39.3,65.8,55.2,25.1,NA
151-200,UnitedStates,Illinois Institute of Technology,null,28.8,68.4,79.3,30.4,NA
151-200,SouthKorea,INHA University,null,34.4,61,65.4,27.9,NA
151-200,UnitedStates,Iowa State University,null,48.8,54.6,43.7,31,NA
151-200,Iran,Iran University of Science & Technology,null,41.2,60.3,52.7,26.5,NA
151-200,Iran,Islamic Azad University,null,32.9,63.3,62.2,26.5,NA
151-200,China,Jilin University,null,40.6,53.8,51.5,28.5,NA
151-200,Japan,Kyoto University,null,35.8,58.2,73.8,34.4,NA
151-200,Sweden,Linkoping University,null,34.4,63,60.8,29.8,NA
151-200,UnitedStates,Mississippi State University,null,33.9,69.9,47.7,34.4,NA
151-200,Japan,Nagoya University,null,33.4,67,75.1,29.8,NA
151-200,UnitedStates,New York University,null,38.9,60.5,66.2,29.2,NA
151-200,UnitedStates,North Carolina State University - Raleigh,null,49.8,52.6,56.3,32.2,NA
151-200,Italy,Polytechnic Institute of Milan,null,40.2,50.8,61.5,29.2,NA
151-200,Spain,Polytechnic University of Valencia,null,41.6,59,62.7,34.4,NA
151-200,Australia,RMIT University,null,35.3,67.8,66.9,23.6,NA
151-200,Iran,Sharif University of Technology,null,33.1,56.8,65.5,29.8,NA
